Supplier ID,Name,Canonical SMILES
LOPAC 00665,5-(N-Ethyl-N-isopropyl)amiloride,CCN(C(C)C)c1nc(N)c(nc1Cl)C(=O)N=C(N)N
LOPAC 00666,3-Aminopropionitrile fumarate,NCCC#N.NCCC#N.OC(=O)C=CC(O)=O
LOPAC 00349,AC 915 oxalate,OC(=O)C(O)=O.Clc1ccc(CC(=O)OCCN2CCCC2)cc1Cl
LOPAC 00564,"9-Amino-1,2,3,4-tetrahydroacridine hydrochloride",Cl.Nc1c2CCCCc2nc2ccccc12
LOPAC 00654,Gabaculine hydrochloride,Cl.NC1CC(=CC=C1)C(O)=O
LOPAC 00655,AA-861,Cc1c(C)c(=O)c(CCCCC#CCCCC#CCO)c(C)c1=O
LOPAC 00656,3-Amino-1-propanesulfonic acid sodium,[Na+].[O-]S(=O)(=O)CCCN
LOPAC 00667,AL-8810,OC1CC(F)C(C=CC(O)C2Cc3ccccc3C2)C1CC=CCCCC(O)=O
LOPAC 00668,1-Aminobenzotriazole,Nn1nnc2ccccc12
LOPAC 01342,Apomorphine hydrochloride hemihydrate,Cl.CN1CCc2cccc3c2C1Cc1ccc(O)c(O)c13
LOPAC 00326,(±)-2-Amino-3-phosphonopropionic acid,NC(CP(O)(O)=O)C(O)=O
LOPAC 00409,L-Arginine,NC(CCCNC(N)=N)C(O)=O
LOPAC 00485,Azathioprine,[O-][N+](=O)c1ncn(C)c1Sc1ncnc2ncnc12
LOPAC 00490,Acyclovir,NC1NC(=O)c2ncn(COCCO)c2N=1
LOPAC 00657,"5-(N,N-Dimethyl)amiloride hydrochloride",Cl.CN(C)c1nc(N)c(nc1Cl)C(=O)N=C(N)N
LOPAC 00658,Amiprilose hydrochloride,Cl.CN(C)CCCOC1C(OC2OC(C)(C)OC21)C(O)CO
LOPAC 00669,O-(Carboxymethyl)hydroxylamine hemihydrochloride,Cl.NOCC(O)=O.NOCC(O)=O
LOPAC 00670,Sandoz 58-035,CCCCCCCCCC[Si](C)(C)CCC(=O)NC(Cc1ccc(C)cc1)c1ccccc1
LOPAC 00017,"L-732,138",CC(=O)NC(Cc1cnc2ccccc12)C(=O)OCc1cc(cc(c1)C(F)(F)F)C(F)(F)F
LOPAC 00327,(±)-2-Amino-5-phosphonopentanoic acid,NC(CCCP(O)(O)=O)C(O)=O
LOPAC 00364,(±)-2-Amino-7-phosphonoheptanoic acid,NC(CCCCCP(O)(O)=O)C(O)=O
LOPAC 00659,Acetylsalicylic acid,CC(=O)Oc1ccccc1C(O)=O
LOPAC 00660,Acetylthiocholine chloride,[ClH-].CC(=O)SCC[N+](C)(C)C
LOPAC 00661,"4-Androsten-4-ol-3,17-dione",CC12CCC3C(CCC4=C(O)C(=O)CCC34C)C1CCC2=O
LOPAC 00671,5-(N-Methyl-N-isobutyl)amiloride,CC(C)CN(C)c1nc(N)c(nc1Cl)C(=O)N=C(N)N
LOPAC 00672,2-(2-Aminoethyl)isothiourea dihydrobromide,Br.Br.NCCSC(N)=N
LOPAC 00170,N-Acetylprocainamide hydrochloride,Cl.CCN(CC)CCNC(=O)c1ccc(NC(C)=O)cc1
LOPAC 00178,Arecoline hydrobromide,Br.COC(=O)C1CN(C)CCC=1
LOPAC 00569,Acetazolamide,CC(=O)Nc1sc(nn1)S(N)(=O)=O
LOPAC 00602,2-Hydroxysaclofen,NCC(O)(CS(O)(=O)=O)c1ccc(Cl)cc1
LOPAC 00673,Sodium Taurocholate,CC(CCC(=O)NCCS(=O)(=O)O[Na])C1CCC2C3C(O)CC4CC(O)CCC4(C)C3CC(O)C12C
LOPAC 00674,Amifostine,NCCCNCCSP(O)(O)=O
LOPAC 01303,GR 4661,COc1ccc(CNC(=O)C=Cc2ccc3ncc(CCN(C)C)c3c2)cc1
LOPAC 01318,A-315456,CCS(=O)(=O)Nc1cccc(c1)C(=C1CCCCC1)c1ncnc1
LOPAC 00084,Agmatine sulfate,NCCCCNC(N)=N.OS(O)(=O)=O
LOPAC 00408,Aminoguanidine hemisulfate,NNC(N)=N.NNC(N)=N.OS(O)(=O)=O
LOPAC 00675,Actinonin,CCCCCC(CC(=O)NO)C(=O)NC(C(C)C)C(=O)N1CCCC1CO
LOPAC 00676,Methotrexate,CN(Cc1cnc2nc(N)nc(N)c2n1)c1ccc(cc1)C(=O)NC(CCC(O)=O)C(O)=O
LOPAC 00677,Atropine methyl bromide,[BrH-].C[N+]1(C)C2CCC1CC(C2)OC(=O)C(CO)c1ccccc1
LOPAC 00679,4-Aminobenzamidine dihydrochloride,Cl.Cl.Nc1ccc(cc1)C(N)=N
LOPAC 00680,3-Aminopropylphosphonic acid,NCCCP(O)(O)=O
LOPAC 01304,Amperozide hydrochloride,Cl.CCNC(=O)N1CCN(CCCC(c2ccc(F)cc2)c2ccc(F)cc2)CC1
LOPAC 00083,(±)-Atenolol,CC(C)NCC(O)COc1ccc(CC(N)=O)cc1
LOPAC 00165,Amiloride hydrochloride,Cl.NC(=N)NC(=O)c1nc(Cl)c(N)nc1N
LOPAC 00353,N-Acetyl-L-Cysteine,CC(=O)NC(CS)C(O)=O
LOPAC 00439,H-9 dihydrochloride,Cl.Cl.NCCNS(=O)(=O)c1cccc2cnccc21
LOPAC 00681,L-2-aminoadipic acid,NC(CCCC(O)=O)C(O)=O
LOPAC 00682,N-Acetyltryptamine,CC(=O)NCCc1cnc2ccccc12
LOPAC 00683,"5alpha-Androstane-3alpha,17beta-diol",CC12CCC3C(CCC4CC(O)CCC43C)C1CCC2O
LOPAC 00684,L-allylglycine,NC(CC=C)C(O)=O
LOPAC 00082,Alprenolol hydrochloride,Cl.CC(C)NCC(O)COc1ccccc1CC=C
LOPAC 00166,Amiodarone hydrochloride,Cl.CCCCc1oc2ccccc2c1C(=O)c1cc(I)c(OCCN(CC)CC)c(I)c1
LOPAC 00484,Amitriptyline hydrochloride,Cl.CN(C)CCC=C1c2ccccc2CCc2ccccc21
LOPAC 00566,Allopurinol,Oc1ncnc2nncc12
LOPAC 00685,6-Aminohexanoic acid,NCCCCCC(O)=O
LOPAC 00686,ATPO,CC(C)(C)c1onc(OCP(O)(O)=O)c1CC(N)C(O)=O
LOPAC 00687,4-(2-Aminoethyl)benzenesulfonyl fluoride hydrochloride,Cl.NCCc1ccc(cc1)S(F)(=O)=O
LOPAC 00688,Ancitabine hydrochloride,Cl.OCC1OC2C(OC3=NC(=N)C=CN23)C1O
LOPAC 00011,Adenosine,Nc1ncnc2n(cnc12)C1OC(CO)C(O)C1O
LOPAC 00053,Astaxanthin,CC(=CC=CC=C(C)C=CC=C(C)C=CC1=C(C)C(O)C(=O)CC1(C)C)C=CC=C(C)C=CC1=C(C)C(O)C(=O)CC1(C)C
LOPAC 00325,L-Aspartic acid,NC(CC(O)=O)C(O)=O
LOPAC 00689,Altretamine,CN(C)c1nc(nc(n1)N(C)C)N(C)C
LOPAC 00690,N-Acetyldopamine monohydrate,CC(=O)NCCc1ccc(O)c(O)c1
LOPAC 00691,Aminoguanidine hydrochloride,Cl.NNC(N)=N
LOPAC 00692,BW 284c51,[BrH-].[BrH-].C[N+](C)(CCC(=O)CC[N+](C)(C)c1ccc(CC=C)cc1)c1ccc(CC=C)cc1
LOPAC 00693,N-(4-Amino-2-chlorophenyl)phthalimide,Nc1ccc(n2c(=O)c3ccccc3c2=O)c(Cl)c1
LOPAC 00130,L(-)-Norepinephrine bitartrate,NCC(O)c1ccc(O)c(O)c1.OC(C(O)C(O)=O)C(O)=O
LOPAC 00328,(±)-HA-966,NC1CCN(O)C1=O
LOPAC 00567,(±)-p-Aminoglutethimide,CCC1(CCC(=O)NC1=O)c1ccc(N)cc1
LOPAC 00694,"Adenosine 3`,5`-cyclic monophosphate",Nc1ncnc2n(cnc12)C1OC2COP(O)(=O)OC2C1O
LOPAC 00695,"5-(N,N-hexamethylene)amiloride",NC(N)=NC(=O)c1nc(Cl)c(nc1N)N1CCCCCC1
LOPAC 00696,"4-Androstene-3,17-dione",CC12CCC3C(CCC4=CC(=O)CCC34C)C1CCC2=O
LOPAC 00697,Androsterone,CC12CCC(O)CC1CCC1C2CCC2(C)C1CCC2=O
LOPAC 00698,Amsacrine hydrochloride,Cl.COc1cc(NS(C)(=O)=O)ccc1Nc1c2ccccc2nc2ccccc12
LOPAC 00002,"1,3-Diethyl-8-phenylxanthine",CCN1C(=O)N(CC)c2nc(nc2C1=O)c1ccccc1
LOPAC 00009,8-(p-Sulfophenyl)theophylline,CN1C(=O)N(C)c2nc(nc2C1=O)c1ccc(cc1)S(O)(=O)=O
LOPAC 00015,2-Methylthioadenosine triphosphate tetrasodium,[Na+].[Na+].[Na+].[Na+].[O-]P([O-])(=O)OP([O-])(=O)OP([O-])(=O)OCC1OC(C(O)C1O)n1cnc2c(N)nc(SC)nc12
LOPAC 00060,"1,3-Dipropyl-8-p-sulfophenylxanthine",CCCN1C(=O)N(CCC)c2nc(nc2C1=O)c1ccc(cc1)S(O)(=O)=O
LOPAC 00101,Antozoline hydrochloride,Cl.C(N(Cc1nccn1)c1ccccc1)c1ccccc1
LOPAC 00334,Aniracetam,COc1ccc(cc1)C(=O)N1CCCC1=O
LOPAC 00412,(±)-AMT hydrochloride,Cl.CC1CCN=C(N)S1
LOPAC 00699,(-)Amethopterin,CN(Cc1cnc2nc(N)nc(N)c2n1)c1ccc(cc1)C(=O)NC(CCC(O)=O)C(O)=O
LOPAC 00016,5`-N-Methyl carboxamidoadenosine,CNC(=O)C1OC(C(O)C1O)n1cnc2c(N)ncnc12
LOPAC 00019,Adenosine amine congener,NCCNC(=O)Cc1ccc(NC(=O)Cc2ccc(Nc3ncnc4n(cnc34)C3OC(CO)C(O)C3O)cc2)cc1
LOPAC 00126,R(+)-Atenolol,CC(C)NCC(O)COc1ccc(CC(N)=O)cc1
LOPAC 00152,S(-)-Atenolol,CC(C)NCC(O)COc1ccc(CC(N)=O)cc1
LOPAC 00168,Aminobenztropine,CN1C2CCC1CC(C2)OC(c1ccccc1)c1ccccc1N
LOPAC 00169,Arecaidine propargyl ester hydrobromide,Br.CN1CCC=C(C1)C(=O)OCC#C
LOPAC 00486,Amoxapine,Clc1ccc2Oc3ccccc3N=C(N3CCNCC3)c2c1
LOPAC 00020,"1-Allyl-3,7-dimethyl-8-p-sulfophenylxanthine",CN1C(=O)N(CC=C)C(=O)c2n(C)c(nc12)c1ccc(cc1)S(O)(=O)=O
LOPAC 00330,trans-(±)-ACPD,NC1(CCC(C1)C(O)=O)C(O)=O
LOPAC 00333,1-Amino-1-cyclohexanecarboxylic acid hydrochloride,Cl.NC1(CCCCC1)C(O)=O
LOPAC 00406,Rp-cAMPS triethylamine,[O-]P1(=S)OCC2OC(C(O)C2O1)n1cnc2c(N)ncnc12.CC[NH+](CC)CC
LOPAC 00487,Alaproclate hydrochloride,Cl.CC(N)C(=O)OC(C)(C)Cc1ccc(Cl)cc1
LOPAC 00701,D(-)-2-Amino-7-phosphonoheptanoic acid,NC(CCCCCP(O)(O)=O)C(O)=O
LOPAC 01325,SB 200646 hydrochloride,Cl.CN1CCc2cc(NC(=O)Nc3cccnc3)ccc12
LOPAC 00021,AB-MECA,CNC(=O)C1OC(C(O)C1O)n1cnc2c(NCc3ccc(N)cc3)ncnc12
LOPAC 00022,Alloxazine,O=C1NC(=O)c2nc3ccccc3nc2N1
LOPAC 00054,N6-2-(4-Aminophenyl)ethyladenosine,Nc1ccc(CCNc2ncnc3n(cnc23)C2OC(CO)C(O)C2O)cc1
LOPAC 00244,Agroclavine,CN1CC(C)=CC2C1Cc1cnc3cccc2c13
LOPAC 00489,Acetohexamide,CC(=O)c1ccc(cc1)S(=O)(=O)NC(=O)NC1CCCCC1
LOPAC 00572,gamma-Acetylinic GABA,NC(CCC(O)=O)C#C
LOPAC 01326,SKF 97541 hydrochloride,Cl.CP(O)(=O)CCCN
LOPAC 01327,cis-4-Aminocrotonic acid,NCC=CC(O)=O
LOPAC 00085,AGN 192403 hydrochloride,Cl.CC(C)C1C2CCC(C2)C1N
LOPAC 00245,A-77636 hydrochloride,Cl.NCC1OC(Cc2c(O)c(O)ccc12)C12CC3CC(CC(C3)C1)C2
LOPAC 00329,ATPA,[O-]C(=O)C([NH3+])Cc1c(O)noc1C(C)(C)C
LOPAC 00337,"cis-Azetidine-2,4-dicarboxylic acid",OC(=O)C1CC(N1)C(O)=O
LOPAC 00338,"trans-Azetidine-2,4-dicarboxylic acid",OC(=O)C1CC(N1)C(O)=O
LOPAC 00339,AIDA,NC1(CCc2cc(ccc21)C(O)=O)C(O)=O
LOPAC 00702,ARL 67156 trisodium salt,[Na+].[Na+].[Na+].[O-]P(O)(=O)C(Br)(Br)P([O-])(=O)OP([O-])(=O)OCC1OC(C(O)C1O)n1cnc2c(ncnc12)N(CC)CC
LOPAC 00703,Beclomethasone,CC1CC2C3CCC4=CC(=O)C=CC4(C)C3(Cl)C(O)CC2(C)C1(O)C(=O)CO
LOPAC 00177,"2,3-Butanedione monoxime",CC(=O)C(C)=NO
LOPAC 00416,8-Bromo-cGMP sodium,[Na+].[O-]P1(=O)OCC2OC(C(O)C2O1)n1c(Br)nc2C(=O)NC(N)=Nc12
LOPAC 00576,Benzamide,NC(=O)c1ccccc1
LOPAC 00704,SB 222200,CCC(NC(=O)c1c(C)c(nc2ccccc21)c1ccccc1)c1ccccc1
LOPAC 00705,1-benzoyl-5-methoxy-2-methylindole-3-acetic acid,COc1ccc2n(c(C)c(CC(O)=O)c2c1)C(=O)c1ccccc1
LOPAC 00706,p-Benzoquinone,O=c1ccc(=O)cc1
LOPAC 00708,Bromoenol lactone,BrC=C1CCC(C(=O)O1)c1cccc2ccccc21
LOPAC 00247,(+)-Bromocriptine methanesulfonate,CC(C)CC1N2C(=O)C(NC(=O)C3CN(C)C4Cc5c(Br)nc6cccc(C4=C3)c65)(OC2(O)C2CCCN2C1=O)C(C)C.CS(O)(=O)=O
LOPAC 00709,3-Bromo-7-nitroindazole,[O-][N+](=O)c1cccc2c(Br)nnc21
LOPAC 00710,O6-benzylguanine,Nc1nc2ncnc2c(OCc2ccccc2)n1
LOPAC 00711,N-Bromoacetamide,CC(=O)NBr
LOPAC 00712,(±)-Brompheniramine maleate,CN(C)CCC(c1ccc(Br)cc1)c1ccccn1.OC(=O)C=CC(O)=O
LOPAC 00713,Benzamil hydrochloride,Cl.NC(NCc1ccccc1)=NC(=O)c1nc(Cl)c(N)nc1N
LOPAC 00714,L-Buthionine-sulfoximine,CCCCS(=N)(=O)CCC(N)C(O)=O
LOPAC 00715,"DL-Buthionine-[S,R]-sulfoximine",CCCCS(=N)(=O)CCC(N)C(O)=O
LOPAC 00175,Bepridil hydrochloride,Cl.CC(C)COCC(CN(Cc1ccccc1)c1ccccc1)N1CCCC1
LOPAC 00716,Bumetanide,CCCCNc1cc(cc(c1Oc1ccccc1)S(N)(=O)=O)C(O)=O
LOPAC 00717,Betaine hydrochloride,[ClH-].C[N+](C)(C)CC(O)=O
LOPAC 00718,Betaine aldehyde chloride,[ClH-].C[N+](C)(C)CC=O
LOPAC 00719,Benazoline oxalate,Cc1sc2ccccc2c1CC1NCCN=1.OC(=O)C(O)=O
LOPAC 00720,BWB70C,CC(C=Cc1cccc(Oc2ccc(F)cc2)c1)N(O)C(N)=O
LOPAC 00721,5-Bromo-2`-deoxyuridine,OCC1OC(CC1O)N1C=C(Br)C(=O)NC1=O
LOPAC 00722,(+)-Brompheniramine maleate,CN(C)CCC(c1ccc(Br)cc1)c1ccccn1.OC(=O)C=CC(O)=O
LOPAC 00248,Benserazide hydrochloride,Cl.NC(CO)C(=O)NNCc1ccc(O)c(O)c1O
LOPAC 00491,Buspirone hydrochloride,Cl.O=C1CC2(CCCC2)CC(=O)N1CCCCN1CCN(CC1)c1ncccn1
LOPAC 00573,(±)-Baclofen,NCC(CC(O)=O)c1ccc(Cl)cc1
LOPAC 00723,SB 202190,Oc1ccc(cc1)c1nc(c2ccc(F)cc2)c(n1)c1ccncc1
LOPAC 00724,Bay 11-7085,CC(C)(C)c1ccc(cc1)S(=O)(=O)C=CC#N
LOPAC 00725,Betaxolol hydrochloride,Cl.CC(C)NCC(O)COc1ccc(CCOCC2CC2)cc1
LOPAC 00727,Benzamidine hydrochloride,Cl.NC(=N)c1ccccc1
LOPAC 00728,Betamethasone,CC1CC2C3CCC4=CC(=O)C=CC4(C)C3(F)C(O)CC2(C)C1(O)C(=O)CO
LOPAC 00093,(+)-Bicuculline,CN1CCc2cc3OCOc3cc2C1C1OC(=O)c2c3OCOc3ccc12
LOPAC 00098,Bretylium tosylate,[O-]S(=O)(=O)c1ccc(C)cc1.CC[N+](C)(C)Cc1ccccc1Br
LOPAC 00174,Benztropine mesylate,CN1C2CCC1CC(C2)OC(c1ccccc1)c1ccccc1.CS(O)(=O)=O
LOPAC 00415,8-Bromo-cAMP sodium,[Na+].[O-]P1(=O)OCC2OC(C(O)C2O1)n1c(Br)nc2c(N)ncnc12
LOPAC 00634,Ro 20-1724,CCCCOc1cc(CC2CNC(=O)N2)ccc1OC
LOPAC 00729,Budesonide,CCCC1OC2CC3C4CCC5=CC(=O)C=CC5(C)C4C(O)CC3(C)C2(O1)C(=O)CO
LOPAC 00731,Bestatin hydrochloride,Cl.CC(C)CC(NC(=O)C(O)C(N)Cc1ccccc1)C(O)=O
LOPAC 00739,Brefeldin A from Penicillium brefeldianum,CC1CCCC=CC2CC(O)CC2(O)CC=CC(=O)O1
LOPAC 00092,6-Fluoronorepinephrine hydrochloride,Cl.NCC(O)c1cc(O)c(O)cc1F
LOPAC 00094,Benoxathian hydrochloride,Cl.COc1cccc(OC)c1OCCNCC1CSc2ccccc2O1
LOPAC 00097,Phenoxybenzamine hydrochloride,Cl.CC(COc1ccccc1)N(CCCl)Cc1ccccc1
LOPAC 00505,BRL 15572,Cl.OC(CN1CCN(CC1)c1cccc(Cl)c1)C(c1ccccc1)c1ccccc1
LOPAC 00732,BP 897,COc1ccccc1N1CCN(CCCCNC(=O)c2ccc3ccccc3c2)CC1
LOPAC 00733,(E)-5-(2-Bromovinyl)-2`-deoxyuridine,OCC1OC(CC1O)N1C=C(C=CBr)C(=O)NC1=O
LOPAC 00734,Chloroethylclonidine dihydrochloride,Cl.Cl.CN(CCCl)Cc1cc(Cl)c(N=C2NCCN2)c(Cl)c1
LOPAC 00735,Bromoacetyl alprenolol menthane,CC(C)(NC(=O)CBr)C1CCCC(C)(C1)NCC(O)COc1ccccc1CC=C
LOPAC 00024,N6-Benzyl-5`-N-ethylcarboxamidoadenosine,CCNC(=O)C1OC(C(O)C1O)n1cnc2c(NCc3ccccc3)ncnc12
LOPAC 00176,(±)-Bay K 8644,[O-][N+](=O)C1C(c2ccccc2C(F)(F)F)C(=C(C)NC=1C)C(=O)OC
LOPAC 00246,Bupropion hydrochloride,Cl.CC(NC(C)(C)C)C(=O)c1cccc(Cl)c1
LOPAC 00249,R(+)-6-Bromo-APB hydrobromide,Br.Oc1cc2C(CN(CCc2c(Br)c1O)CC=C)c1ccccc1
LOPAC 00492,BMY 7378 dihydrochloride,Cl.Cl.COc1ccccc1N1CCN(CC1)CCN1C(=O)CC2(CCCC2)CC1=O
LOPAC 00575,"(-)-Bicuculline methbromide, 1(S), 9(R)",[BrH-].C[N+]1(C)CCc2cc3OCOc3cc2C1C1OC(=O)c2c3OCOc3ccc12
LOPAC 00736,Bromoacetylcholine bromide,[BrH-].C[N+](C)(C)CCOC(=O)CBr
LOPAC 00737,BTCP hydrochloride,Cl.C1CCN(CC1)C1(CCCCC1)c1sc2ccccc2c1
LOPAC 00099,BU224 hydrochloride,Cl.C1CN=C(N1)c1ccc2ccccc2n1
LOPAC 00100,B-HT 933 dihydrochloride,Cl.Cl.CCN1CCc2oc(N)nc2CC1
LOPAC 00102,BRL 37344 sodium,CC(Cc1ccc(OCC(=O)O[Na])cc1)NCC(O)c1cccc(Cl)c1
LOPAC 00250,(±)-Butaclamol hydrochloride,Cl.CC(C)(C)C1(O)CCN2CC3c4ccccc4CCc4cccc(C2C1)c34
LOPAC 00475,Citicoline sodium,[Na+].[O-]P(=O)(OCC1OC(C(O)C1O)N1C=CC(N)=NC1=O)OP([O-])(=O)OCN(C)(C)C
LOPAC 00539,BRL 54443 maleate,CN1CCC(CC1)c1cnc2ccc(O)cc21.OC(=O)C=CC(O)=O
LOPAC 00738,BW 723C86,Cl.CC(N)Cc1cnc2ccc(OCc3sccc3)cc12
LOPAC 00741,Chlorambucil,OC(=O)CCCc1ccc(cc1)N(CCCl)CCCl
LOPAC 00008,Caffeine,Cn1cnc2N(C)C(=O)N(C)C(=O)c12
LOPAC 00742,Ciprofibrate,CC(C)(Oc1ccc(cc1)C1CC1(Cl)Cl)C(O)=O
LOPAC 00743,6-Chloromelatonin,COc1cc2c(CCNC(C)=O)cnc2cc1Cl
LOPAC 00744,Carmustine,ClCCNC(=O)N(CCCl)N=O
LOPAC 00745,Caffeic Acid,OC(=O)C=Cc1ccc(O)c(O)c1
LOPAC 00746,Cilostazol,O=C1CCc2cc(OCCCCc3nnnn3C3CCCCC3)ccc2N1
LOPAC 00747,Cyclophosphamide monohydrate,ClCCN(CCCl)P1(=O)NCCCO1
LOPAC 01343,PK 11195,CCC(C)N(C)C(=O)c1cc2ccccc2c(n1)c1ccccc1Cl
LOPAC 00030,Chlorpropamide,CCCNC(=O)NS(=O)(=O)c1ccc(Cl)cc1
LOPAC 00748,CGP-7930,CC(C)(C)c1cc(CC(C)(C)CO)cc(c1O)C(C)(C)C
LOPAC 00749,CGP-13501,CC(C)(C)c1cc(CC(C)(C)C=O)cc(c1O)C(C)(C)C
LOPAC 00750,CP55940,CCCCCCC(C)(C)c1ccc(C2CC(O)CCC2CCCO)c(O)c1
LOPAC 00751,L-Cycloserine,NC1CONC1=O
LOPAC 00752,ML-9,Cl.Clc1cccc2c1cccc2S(=O)(=O)N1CCCNCC1
LOPAC 00753,(+)-Catechin Hydrate,OC1Cc2c(O)cc(O)cc2OC1c1ccc(O)c(O)c1
LOPAC 00754,1-(4-Chlorobenzyl)-5-methoxy-2-methylindole-3-acetic acid,COc1ccc2n(Cc3ccc(Cl)cc3)c(C)c(CC(O)=O)c2c1
LOPAC 00420,Ceramide,[R]CCCC.[R]CCCCCCCC.[R]CCCCCCCCCCCCCC(=O)NC(OC)C(O)C=CCCCCCCCCCCCCCCC
LOPAC 00755,Chlorprothixene hydrochloride,Cl.CN(C)CCC=C1c2ccccc2Sc2cc(Cl)ccc21
LOPAC 00756,Choline bromide,[BrH-].C[N+](C)(C)CCO
LOPAC 00757,CB 1954,[O-][N+](=O)c1cc(c(cc1N1CC1)C(N)=O)[N+]([O-])=O
LOPAC 00758,Carcinine dihydrochloride,Cl.Cl.NCCC(=O)NCCc1ncnc1
LOPAC 00759,Corticosterone,CC12CC(O)C3C(CCC4=CC(=O)CCC34C)C1CCC2C(=O)CO
LOPAC 00760,Carboplatin,[NH3+][Pt]1([NH3+])OC(=O)C2(CCC2)C(=O)O1
LOPAC 00761,Cortisone,CC12CCC(=O)C=C1CCC1C3CCC(O)(C(=O)CO)C3(C)CC(=O)C12
LOPAC 00105,(±)-Chlorpheniramine maleate,CN(C)CCC(c1ccc(Cl)cc1)c1ccccn1.OC(=O)C=CC(O)=O
LOPAC 00762,Chelerythrine chloride,[ClH-].COc1ccc2c(c[n+](C)c3c2ccc2cc4OCOc4cc23)c1OC
