Supplier ID,Name,Canonical SMILES
SPE01500253,DIMETHADIONE,CC1(C)OC(=O)NC1=O
SPE01500339,HYDROCORTISONE HEMISUCCINATE,CC12CCC(=O)C=C1CCC1C3CCC(O)(C(=O)COC(=O)CCC(O)=O)C3(C)CC(O)C12
SPE01500406,METHYLPREDNISOLONE,CC1CC2C3CCC(O)(C(=O)CO)C3(C)CC(O)C2C2(C)C=CC(=O)C=C12
SPE01500446,NYSTATIN,CC1OC(=O)CC(O)CC(O)CC(O)CCC(O)C(O)CC2(O)CC(O)C(C(CC(OC3OC(C)C(O)C(N)C3O)C=CC=CC=CC=CCCC=CC=CC(C)C(O)C1C)O2)C(O)=O
SPE01500491,PIROXICAM,CN1C(C(=O)Nc2ccccn2)=C(O)c2ccccc2S1(=O)=O
SPE02300270,PINACIDIL,CC(NC(Nc1ccncc1)=NC#N)C(C)(C)C
SPE00330001,DACTINOMYCIN,CC(C)C1NC(=O)C(NC(=O)c2ccc(C)c3Oc4c(C)c(=O)c(N)c(C(=O)NC5C(C)OC(=O)C(C(C)C)N(C)C(=O)CN(C)C(=O)C6CCCC6C(=O)C(NC5=O)C(C)C)c4=Nc32)C(C)OC(=O)C(C(C)C)N(C)C(=O)CN(C)C(=O)C2CCCC2C1=O
SPE01500104,ACETYLCHOLINE,[ClH-].CC(=O)OCC[N+](C)(C)C
SPE01500363,LACTULOSE,OCC1OC(OC2C(CO)OC(O)(CO)C2O)C(O)C(O)C1O
SPE01500368,LINCOMYCIN HYDROCHLORIDE,Cl.CCCC1CC(N(C)C1)C(=O)NC(C(C)O)C1OC(SC)C(O)C(O)C1O
SPE01500496,PREDNISOLONE,CC12CC(O)C3C(CCC4=CC(=O)C=CC34C)C1CCC2(O)C(=O)CO
SPE01500527,RESORCINOL,Oc1cccc(O)c1
SPE01500547,SULFAMERAZINE,Cc1ccnc(NS(=O)(=O)c2ccc(N)cc2)n1
SPE01503267,NOMIFENSINE MALEATE,CN1CC(c2ccccc2)c2cccc(N)c2C1.OC(=O)C=CC(O)=O
SPE01500124,AMPROLIUM,[ClH-].Cl.CCCc1ncc(C[n+]2ccccc2C)c(N)n1
SPE01500193,CLINDAMYCIN HYDROCHLORIDE,Cl.CCCC1CC(N(C)C1)C(=O)NC(C(C)Cl)C1OC(SC)C(O)C(O)C1O
SPE01500225,SODIUM DEHYDROCHOLATE,[Na+].[O-]C(=O)CCC(C)C1CCC2C3C(CC(=O)C12C)C1(C)CCC(=O)CC1CC3=O
SPE01500304,FLUOROMETHOLONE,CC1CC2C3CCC(O)(C(C)=O)C3(C)CC(O)C2(F)C2(C)C=CC(=O)C=C12
SPE01500589,TRIAMTERENE,Nc1nc(N)c2nc(c3ccccc3)c(N)nc2n1
SPE01500595,TRIMETHOPRIM,COc1cc(Cc2cnc(N)nc2N)cc(OC)c1OC
SPE01502010,DIACERIN,CC(=O)Oc1cccc2c(=O)c3cc(cc(OC(C)=O)c3c(=O)c12)C(O)=O
SPE01505376,ACEDAPSONE,CC(=O)Nc1ccc(cc1)S(=O)(=O)c1ccc(NC(C)=O)cc1
SPE01500145,BETAMETHASONE VALERATE,CCCCC(=O)OC1(C(C)CC2C3CCC4=CC(=O)C=CC4(C)C3(F)C(O)CC21C)C(=O)CO
SPE01500230,DEXAMETHASONE,CC1CC2C3CCC4=CC(=O)C=CC4(C)C3(F)C(O)CC2(C)C1(O)C(=O)CO
SPE01500590,TRICHLORMETHIAZIDE,NS(=O)(=O)c1cc2c(NC(NS2(=O)=O)C(Cl)Cl)cc1Cl
SPE01500597,TRIPELENNAMINE CITRATE,CN(C)CCN(Cc1ccccc1)c1ccccn1.OC(=O)CC(O)(CC(O)=O)C(O)=O
SPE01501145,SULFAQUINOXALINE SODIUM,[Na+].Nc1ccc(cc1)S(=O)(=O)[N-]c1cnc2ccccc2n1
SPE01503017,AMINOTHIAZOLE,Nc1sccn1
SPE01503610,BENZALKONIUM CHLORIDE,[ClH-].CCCCCCCCCCCCC[N+](C)(C)Cc1ccccc1
SPE01505432,FOMEPIZOLE HYDROCHLORIDE,Cl.Cc1cnnc1
SPE01500117,AMITRIPTYLINE HYDROCHLORIDE,Cl.CN(C)CCC=C1c2ccccc2CCc2ccccc21
SPE01500231,DEXAMETHASONE ACETATE,CC1CC2C3CCC4=CC(=O)C=CC4(C)C3(F)C(O)CC2(C)C1(O)C(=O)COC(C)=O
SPE01500581,TOLBUTAMIDE,CCCCNC(=O)NS(=O)(=O)c1ccc(C)cc1
SPE01500614,XYLOMETAZOLINE HYDROCHLORIDE,Cl.Cc1cc(cc(C)c1CC1NCCN=1)C(C)(C)C
SPE01500839,CINCHONIDINE,OC(C1CC2CCN1CC2C=C)c1ccnc2ccccc21
SPE01502001,ACETYL-L-LEUCINE,CC(C)CC(NC(C)=O)C(O)=O
SPE01505453,PYRIDOXINE,Cc1ncc(CO)c(CO)c1O
SPE02300212,DOMPERIDONE,Clc1ccc2N(C3CCN(CCCN4C(=O)Nc5ccccc45)CC3)C(=O)Nc2c1
SPE01500136,BECLOMETHASONE DIPROPIONATE,CCC(=O)OCC(=O)C1(OC(=O)CC)C(C)CC2C3CCC4=CC(=O)C=CC4(C)C3(Cl)C(O)CC21C
SPE01500232,DEXAMETHASONE SODIUM PHOSPHATE,[Na+].[Na+].[O-]P([O-])(=O)OCC(=O)C1(O)C(C)CC2C3CCC4=CC(=O)C=CC4(C)C3(F)C(O)CC21C
SPE01500588,TRIAMCINOLONE DIACETATE,CC(=O)OCC(=O)C1(O)C(CC2C3CCC4=CC(=O)C=CC4(C)C3(F)C(O)CC21C)OC(C)=O
SPE01500604,UREA,NC(N)=O
SPE01500666,ACEMETACIN,COc1ccc2n(c(C)c(CC(=O)OCC(O)=O)c2c1)C(=O)c1ccc(Cl)cc1
SPE01500667,ADENOSINE PHOSPHATE,Nc1ncnc2n(cnc12)C1OC(COP(O)(O)=O)C(O)C1O
SPE01503648,GABOXADOL HYDROCHLORIDE,Cl.Oc1noc2CNCCc12
SPE01505396,FLUORESCEIN,Oc1ccc2c(Oc3cc(O)ccc3C32OC(=O)c2ccccc23)c1
SPE00330064,FENTHION,COP(=S)(OC)Oc1ccc(SC)c(C)c1
SPE01500207,CORTISONE ACETATE,CC(=O)OCC(=O)C1(O)CCC2C3CCC4=CC(=O)CCC4(C)C3C(=O)CC21C
SPE01500227,DESIPRAMINE HYDROCHLORIDE,Cl.CNCCCN1c2ccccc2CCc2ccccc12
SPE01500233,DEXTROMETHORPHAN HYDROBROMIDE,Br.COc1ccc2CC3C4CCCCC4(CCN3C)c2c1
SPE01500517,PYRANTEL PAMOATE,CN1CCCN=C1C=Cc1sccc1.OC(=O)c1cc2ccccc2c(Cc2c(O)c(cc3ccccc23)C(O)=O)c1O
SPE01500632,HEXESTROL,CCC(C(CC)c1ccc(O)cc1)c1ccc(O)cc1
SPE01502248,GLUTATHIONE,NC(CCC(=O)NC(CS)C(=O)NCC(O)=O)C(O)=O
SPE01505412,BISMUTH SUBSALICYLATE,O[Bi]1OC(=O)c2ccccc2O1
SPE01500210,CROMOLYN SODIUM,[Na+].[Na+].[O-]C(=O)C1Oc2cccc(OCC(O)COc3cccc4OC(=CC(=O)c34)C([O-])=O)c2C(=O)C=1
SPE01500235,DIBENZOTHIOPHENE,s1c2ccccc2c2ccccc12
SPE01500277,ERGONOVINE MALEATE,CC(CO)NC(=O)C1CN(C)C2Cc3cnc4cccc(C2=C1)c34.OC(=O)C=CC(O)=O
SPE01500602,TUBOCURARINE CHLORIDE,[ClH-].COc1cc2CC[N+](C)(C)C3Cc4ccc(O)c(Oc5cc6C(Cc7ccc(Oc(c1O)c32)cc7)N(C)CCc6cc5OC)c4
SPE01500621,AMINOPYRINE,CN1N(c2ccccc2)C(=O)C(N)=C1C
SPE01500669,BENFLUOREX HYDROCHLORIDE,Cl.CC(Cc1cccc(c1)C(F)(F)F)NCCOC(=O)c1ccccc1
SPE01505465,TRICLOSAN,Oc1cc(Cl)ccc1Oc1ccc(Cl)cc1Cl
SPE01505805,GABAPENTIN,NCC1CCCCC1CC(O)=O
SPE00240929,AVOCADYNE ACETATE,CC(=O)OCC(O)CC(O)CCCCCCCCCCCC#C
SPE01500157,CAPREOMYCIN SULFATE,NCCCC(N)CC(=O)NCC1NC(=O)C(CO)NC(=O)C(N)CNC(=O)C(NC(=O)C(NC1=O)=CNC(N)=O)C1CCNC(=N)N1.OS(O)(=O)=O
SPE01500212,CYCLOPENTOLATE HYDROCHLORIDE,Cl.CN(C)CCOC(=O)C(c1ccccc1)C1(O)CCCC1
SPE01500236,DIBUCAINE HYDROCHLORIDE,Cl.CCCCOc1cc(C(=O)NCCN(CC)CC)c2ccccc2n1
SPE01500462,PARGYLINE HYDROCHLORIDE,Cl.CN(CC#C)Cc1ccccc1
SPE01500639,OCTOPAMINE HYDROCHLORIDE,Cl.NCC(O)c1ccc(O)cc1
SPE01500645,PREGNENOLONE,CC(=O)C1CCC2C3CC=C4CC(O)CCC4(C)C3CCC21C
