Supplier ID,Name,Canonical SMILES
AW 01159,"[3-(2,6-dichlorophenyl)-5-methylisoxazol-4-yl][4-(5-phenylthieno[2,3-d]pyrimidin-4-yl)piperazino]methanone",Cc1onc(c2c(Cl)cccc2Cl)c1C(=O)N1CCN(CC1)c1ncnc2scc(c3ccccc3)c21
AW 01219,N-[4-({[3-(4-benzylpiperazino)propyl]amino}sulfonyl)-2-chlorophenyl]acetamide,CC(=O)Nc1ccc(cc1Cl)S(=O)(=O)NCCCN1CCN(CC1)Cc1ccccc1
AW 01274,2-{4-[2-nitro-4-(trifluoromethyl)phenyl]piperazino}-1-ethanol,[O-][N+](=O)c1cc(ccc1N1CCN(CCO)CC1)C(F)(F)F
BR 00009,"1,3-dichloro-2-({[(4-pentylbenzoyl)oxy]imino}methyl)benzene",CCCCCc1ccc(cc1)C(=O)ON=Cc1c(Cl)cccc1Cl
BTB 00027,N-(2-furylmethyl)-N`-(3-methoxyphenyl)thiourea,COc1cccc(NC(=S)NCc2occc2)c1
BTB 00084,"5-bromo-3-[2-(3-ethyl-5,5,8,8-tetramethyl-5,6,7,8-tetrahydronaphthalen-2-yl)-2-oxoethyl]-3-hydroxyindolin-2-one",CCc1cc2c(cc1C(=O)CC1(O)C(=O)Nc3ccc(Br)cc31)C(C)(C)CCC2(C)C
BTB 00241,2-{[(4-methoxyphenyl)imino]methyl}phenol,COc1ccc(cc1)N=Cc1ccccc1O
BTB 00333,N1-(3-chlorophenyl)-2-(3-pyridylcarbonyl)hydrazine-1-carbothioamide,Clc1cccc(NC(=S)NNC(=O)c2cccnc2)c1
BTB 00374,N`3-(2-chlorobenzylidene)pyridine-3-carbohydrazide,Clc1ccccc1C=NNC(=O)c1cccnc1
BTB 00441,"3-(4-fluorophenyl)-3,7,8-trimethyl-1,5-dihydro-2,4-benzodithiepine",Cc1cc2CSC(C)(SCc2cc1C)c1ccc(F)cc1
BTB 00496,"3,5-dihydro-2H-[1,2,4]triazino[5,6-b]indole-3-thione",S=C1NN=c2c(nc3ccccc32)=N1
BTB 00554,"2-(3,4,5-trimethoxyphenyl)-2,3-dihydro-1H-benzo[de]quinazoline",COc1cc(cc(OC)c1OC)C1Nc2cccc3cccc(N1)c23
BTB 00596,"N2-(3-methoxyphenyl)-1,3-benzothiazol-2-amine",COc1cccc(Nc2sc3ccccc3n2)c1
BTB 00667,"4-methyl-5-(4-nitrobenzoyl)-2,3,4,5-tetrahydro-1H-1,5-benzodiazepin-2-one",[O-][N+](=O)c1ccc(cc1)C(=O)N1C(C)CC(=O)Nc2ccccc12
BTB 00694,N-benzyl-N-(3-bromobenzylidene)amine,Brc1cccc(C=NCc2ccccc2)c1
BTB 00730,"N1-(1,3-benzodioxol-5-ylmethylidene)-4-chloro-2,5-dimethoxyaniline",COc1cc(N=Cc2ccc3OCOc3c2)c(OC)cc1Cl
BTB 00778,N1-benzylidene-4-methoxyaniline,COc1ccc(cc1)N=Cc1ccccc1
BTB 00828,"2-(3,4-dichlorophenyl)-3-(4-fluorophenyl)-1,3-thiazolan-4-one",Fc1ccc(cc1)N1C(SCC1=O)c1ccc(Cl)c(Cl)c1
BTB 00881,"4-(3-methoxyphenyl)-5-(4-methoxyphenyl)-4H-1,2,4-triazole-3-thiol",COc1ccc(cc1)c1nnc(S)n1c1cccc(OC)c1
BTB 00992,2-({1-[(carboxymethyl)thio]-1-methylbutyl}thio)acetic acid,CCCC(C)(SCC(O)=O)SCC(O)=O
BTB 01022,"N1-(2-chlorophenyl)-8-methyl-1,2,3,4-tetrahydroquinoline-1-carbothioamide",Cc1cccc2CCCN(C(=S)Nc3ccccc3Cl)c12
BTB 01036,N`1-[2-chloro-4-(dimethylamino)benzylidene]-3-(4-hydroxyphenyl)propanohydrazide,CN(C)c1ccc(C=NNC(=O)CCc2ccc(O)cc2)c(Cl)c1
BTB 01061,3-acetyl-6-bromo-2H-chromen-2-one,CC(=O)C1=Cc2cc(Br)ccc2OC1=O
BTB 01088,N1-(2-oxo-2H-chromen-3-yl)acetamide,CC(=O)NC1=Cc2ccccc2OC1=O
BTB 01148,6-fluoro-2-methylquinolin-4-ol,Cc1cc(O)c2cc(F)ccc2n1
BTB 01177,"N-{3-[(3,4-dichlorobenzylidene)amino]-4-methylphenyl}methanesulfonamide",Cc1ccc(NS(C)(=O)=O)cc1N=Cc1ccc(Cl)c(Cl)c1
BTB 01196,"N-(2,4-dimethylphenyl)-N`-(3-methoxypropyl)thiourea",COCCCNC(=S)Nc1ccc(C)cc1C
BTB 01235,N1-(4-fluorophenyl)-2-(2-chlorobenzoyl)hydrazine-1-carbothioamide,Fc1ccc(NC(=S)NNC(=O)c2ccccc2Cl)cc1
BTB 01260,"ethyl3-{3,5-di[(3,5-dichloro-2-hydroxybenzylidene)amino]-4-hydroxyphenyl}propanoate",CCOC(=O)CCc1cc(N=Cc2cc(Cl)cc(Cl)c2O)c(O)c(c1)N=Cc1cc(Cl)cc(Cl)c1O
BTB 01296,"N1-[4-(dimethylamino)benzyl]-N1-isopropyl-2,4,5-trichlorobenzene-1-sulfonamide",CC(C)N(Cc1ccc(cc1)N(C)C)S(=O)(=O)c1cc(Cl)c(Cl)cc1Cl
BTB 01349,"ethyl4-[3-(3,4-dichlorophenyl)perhydroimidazo[1,5-a]pyridin-2-yl]benzoate",CCOC(=O)c1ccc(cc1)N1CC2CCCCN2C1c1ccc(Cl)c(Cl)c1
BTB 01396,N-(2-benzoyl-4-chlorophenyl)-N`-(3-chloro-2-methylphenyl)thiourea,Cc1c(Cl)cccc1NC(=S)Nc1ccc(Cl)cc1C(=O)c1ccccc1
BTB 01410,"2-(7,8-dimethyl-1,5-dihydro-2,4-benzodithiepin-3-yl)-6-methoxyphenol",COc1cccc(C2SCc3cc(C)c(C)cc3CS2)c1O
BTB 01444,N1-(4-methyl-3-nitrophenyl)-4-methylbenzene-1-sulfonamide,[O-][N+](=O)c1cc(NS(=O)(=O)c2ccc(C)cc2)ccc1C
BTB 01514,"2-thioxo-5-(3,4,5-trimethoxybenzylidene)-1,3-thiazolan-4-one",COc1cc(cc(OC)c1OC)C=C1SC(=S)NC1=O
BTB 01585,"2-cyclopentyl-1-{2-[(3-methoxyphenyl)imino]-4,4-dimethyl-5-methylidene-1,3-thiazolan-3-yl}-2-phenylethan-1-one",COc1cccc(c1)N=C1SC(=C)C(C)(C)N1C(=O)C(C1CCCC1)c1ccccc1
BTB 01706,"1-[5-(5-methyl-2-nitrophenyl)-2-(3,4,5-trimethoxyphenyl)-2,3-dihydro-1,3,4-oxadiazol-3-yl]ethan-1-one",[O-][N+](=O)c1ccc(C)cc1C1OC(N(N=1)C(C)=O)c1cc(OC)c(OC)c(OC)c1
BTB 01787,"N1-[3,5-di(trifluoromethyl)phenyl]-2-cyclopentyl-2-phenylacetamide",FC(F)(F)c1cc(NC(=O)C(C2CCCC2)c2ccccc2)cc(c1)C(F)(F)F
BTB 01869,"N1-(3,4-dimethoxyphenethyl)-2-chlorobenzamide",COc1ccc(CCNC(=O)c2ccccc2Cl)cc1OC
BTB 01909,2-{[2-piperidino-5-(trifluoromethyl)anilino]methylidene}malononitrile,FC(F)(F)c1ccc(N2CCCCC2)c(NC=C(C#N)C#N)c1
BTB 01965,"N1-(3,4-dimethoxyphenethyl)-4-(trifluoromethyl)benzene-1,2-diamine",COc1ccc(CCNc2ccc(cc2N)C(F)(F)F)cc1OC
BTB 02003,"ethyl 8-fluoro-4-oxo-1,4-dihydroquinoline-3-carboxylate",CCOC(=O)C1=CNc2c(F)cccc2C1=O
BTB 02050,N1-[4-(trifluoromethyl)phenyl]-2-phenylbutanamide,CCC(C(=O)Nc1ccc(cc1)C(F)(F)F)c1ccccc1
BTB 02082,"N`-(2,5-dimethylphenyl)-N-phenethyl-N-[2-(2-pyridyl)ethyl]thioureahydrochloride",Cl.Cc1ccc(C)c(NC(=S)N(CCc2ccccc2)CCc2ccccn2)c1
BTB 02134,"1-methyl-2-(5-nitro-2-thienyl)-1,2,3,4-tetrahydroquinazolin-4-one",[O-][N+](=O)c1sc(cc1)C1NC(=O)c2ccccc2N1C
BTB 02164,"5-nitro-2-(5-nitro-2-thienyl)-2,3-dihydro-1,3-benzoxazole",[O-][N+](=O)c1sc(cc1)C1Nc2cc(ccc2O1)[N+]([O-])=O
BTB 02191,"2-benzyl-1-(4-nitrophenyl)perhydropyrido[1,2-c]pyrimidine",[O-][N+](=O)c1ccc(cc1)C1N(CCC2CCCCN21)Cc1ccccc1
BTB 02242,"diethyl2-[(2-{[3,5-di(trifluoromethyl)phenyl]sulfonyl}hydrazino)methylidene]malonate",CCOC(=O)C(=CNNS(=O)(=O)c1cc(cc(c1)C(F)(F)F)C(F)(F)F)C(=O)OCC
BTB 02289,1-phenyl-5-(1H-pyrrol-1-yl)-1H-pyrazole-4-carbonitrile,N#Cc1cnn(c2ccccc2)c1n1cccc1
BTB 02335,"5-{2-[3-(4-chlorophenyl)-1,2,4-oxadiazol-5-yl]ethyl}-4-[3,5-di(trifluoromethyl)phenyl]-4H-1,2,4-triazole-3-thiol",FC(F)(F)c1cc(cc(c1)C(F)(F)F)n1c(S)nnc1CCc1onc(n1)c1ccc(Cl)cc1
BTB 02361,"N`1-(3,4,5-trimethoxybenzoyl)-2-[(2,5-dimethoxy-4-nitrophenyl)thio]ethanohydrazide",[O-][N+](=O)c1cc(OC)c(SCC(=O)NNC(=O)c2cc(OC)c(OC)c(OC)c2)cc1OC
BTB 02389,diethyl2-({2-[2-(1H-pyrrol-1-yl)benzoyl]hydrazino}methylidene)malonate,CCOC(=O)C(=CNNC(=O)c1ccccc1n1cccc1)C(=O)OCC
BTB 02411,1-[4-nitro-5-piperidino-2-(trifluoromethyl)phenyl]piperidine,[O-][N+](=O)c1cc(c(cc1N1CCCCC1)N1CCCCC1)C(F)(F)F
BTB 02461,"N`1-{3-[3-(4-chlorophenyl)-1,2,4-oxadiazol-5-yl]propanoyl}-2,4,5-trichlorobenzene-1-sulfonohydrazide",Clc1ccc(cc1)c1noc(CCC(=O)NNS(=O)(=O)c2cc(Cl)c(Cl)cc2Cl)n1
BTB 02498,"4-(6-methyl-2-pyridyl)-4-azatricyclo[5.2.1.0~2,6~]dec-8-ene-3,5-dione",Cc1cccc(n1)N1C(=O)C2C3CC(C=C3)C2C1=O
BTB 02544,2-{2-[1-(4-fluorophenyl)ethylidene]hydrazono}imidazolidine,CC(=NN=C1NCCN1)c1ccc(F)cc1
BTB 02581,2-({4-[(dipropylamino)sulfonyl]benzoyl}amino)acetic acid,CCCN(CCC)S(=O)(=O)c1ccc(cc1)C(=O)NCC(O)=O
BTB 02635,"5-(2-tetrahydro-1H-pyrrol-1-ylethyl)-1,3,5-triazinane-2-thione",S=C1NCN(CCN2CCCC2)CN1
BTB 02660,diethyl 2-[(2-morpholinoanilino)methylidene]malonate,CCOC(=O)C(=CNc1ccccc1N1CCOCC1)C(=O)OCC
BTB 02678,"N1-(8-quinolyl)-2,4,5-trichlorobenzene-1-sulfonamide",Clc1cc(Cl)c(cc1Cl)S(=O)(=O)Nc1cccc2cccnc12
BTB 02719,N1-{2-[(4-fluoroanilino)carbonyl]-4-methylphenyl}-2-chloro-6-fluorobenzamide,Cc1ccc(NC(=O)c2c(F)cccc2Cl)c(c1)C(=O)Nc1ccc(F)cc1
BTB 02761,diethyl 2-[(3-cyanoanilino)methylidene]malonate,CCOC(=O)C(=CNc1cccc(c1)C#N)C(=O)OCC
BTB 02768,"4-[4-(dimethylamino)-3-nitrophenyl]-1,2-dihydrophthalazin-1-one",[O-][N+](=O)c1cc(ccc1N(C)C)C1=NNC(=O)c2ccccc21
BTB 02848,N`1-methyl-N`1-[2-nitro-4-(trifluoromethyl)phenyl]ethanohydrazide,[O-][N+](=O)c1cc(ccc1N(C)NC(C)=O)C(F)(F)F
BTB 02874,4-chloro-2-nitro-1-(phenylsulfonyl)benzene,[O-][N+](=O)c1cc(Cl)ccc1S(=O)(=O)c1ccccc1
BTB 02933,ethyl2-amino-6-bromo-4-(1-cyano-2-ethoxy-2-oxoethyl)-4H-chromene-3-carboxylate,CCOC(=O)C(C#N)C1c2cc(Br)ccc2OC(N)=C1C(=O)OCC
BTB 03010,"3-(4-chloro-3-methylphenyl)-5,6-dihydroimidazo[2,1-b][1,3]thiazolehydrobromide",Br.Cc1cc(ccc1Cl)C1=CSC2=NCCN21
BTB 03055,4-methylphenyl 2-phenoxypyridine-3-carbothioate,Cc1ccc(SC(=O)c2cccnc2Oc2ccccc2)cc1
BTB 03059,2-phenoxypyridine-3-carbohydrazide,NNC(=O)c1cccnc1Oc1ccccc1
BTB 03107,"1-bromo-3,5-dichlorobenzene",Clc1cc(Cl)cc(Br)c1
BTB 03148,2-(3-chloroanilino)-1-(4-chlorophenyl)ethan-1-one,Clc1ccc(cc1)C(=O)CNc1cccc(Cl)c1
BTB 03234,3-acetyl-2H-chromen-2-one,CC(=O)C1=Cc2ccccc2OC1=O
BTB 03320,"1-[1,1`-biphenyl]-4-ylpropan-1-one",CCC(=O)c1ccc(cc1)c1ccccc1
BTB 03415,"N1-(6-nitro-2-oxo-2H-chromen-3-yl)-2,6-difluorobenzamide",[O-][N+](=O)c1ccc2OC(=O)C(NC(=O)c3c(F)cccc3F)=Cc2c1
BTB 03438,"N1-[2-(4-pyridyl)ethyl]-3,5-di(trifluoromethyl)benzene-1-sulfonamide",FC(F)(F)c1cc(cc(c1)S(=O)(=O)NCCc1ccncc1)C(F)(F)F
BTB 03489,ethyl 4-(4-chlorophenyl)-4-cyano-4-morpholinobutanoate,CCOC(=O)CCC(C#N)(N1CCOCC1)c1ccc(Cl)cc1
BTB 03563,"N1-(3,5-dichlorophenyl)-4-amino-3,5-dichlorobenzamide",Nc1c(Cl)cc(cc1Cl)C(=O)Nc1cc(Cl)cc(Cl)c1
BTB 03586,"N1-(4-chlorophenyl)-2-[(5-methyl-2-phenyl-2H-1,2,3-triazol-4-yl)carbonyl]hydrazine-1-carbothioamide",Cc1nn(nc1C(=O)NNC(=S)Nc1ccc(Cl)cc1)c1ccccc1
BTB 03653,"N4-(1,3,4-thiadiazol-2-yl)isonicotinamide",O=C(Nc1scnn1)c1ccncc1
BTB 03699,"6-chloro-5-fluoro-1H-1,2,3-benzotriazole",Fc1cc2nnnc2cc1Cl
BTB 03791,"N`1-(3,5-dichloro-2-hydroxybenzylidene)-4-(tert-butyl)benzene-1-carbohydrazide",CC(C)(C)c1ccc(cc1)C(=O)NN=Cc1cc(Cl)cc(Cl)c1O
BTB 03853,2-piperidinobenzamide,NC(=O)c1ccccc1N1CCCCC1
BTB 03920,"2-chloro-1,3-di(2,6-dichlorophenoxy)-4-nitrobenzene",[O-][N+](=O)c1ccc(Oc2c(Cl)cccc2Cl)c(Cl)c1Oc1c(Cl)cccc1Cl
BTB 04022,"4-[(2,6-dimethylmorpholino)methyl]-2,6-dimethylphenol hydrochloride",Cl.CC1CN(CC(C)O1)Cc1cc(C)c(O)c(C)c1
BTB 04071,2-{[(6-amino-2-pyridyl)amino]methylidene}malononitrile,Nc1cccc(NC=C(C#N)C#N)n1
BTB 04115,4-fluorophenyl thiophene-2-carboxylate,Fc1ccc(OC(=O)c2sccc2)cc1
BTB 04181,N1-(3-chloro-4-fluorophenyl)-2-[(2-chloro-6-fluorobenzyl)thio]acetamide,Fc1ccc(NC(=O)CSCc2c(F)cccc2Cl)cc1Cl
BTB 04212,"N1-(4-fluorophenyl)-2,2-dimethylpropanamide",CC(C)(C)C(=O)Nc1ccc(F)cc1
BTB 04281,"3-{[(5-cyclopropyl-1,4,5,6-tetrahydro-1,3,5-triazin-2-yl)thio]methyl}benzonitrile hydrobromide",Br.N#Cc1cccc(CSC2NCN(CN=2)C2CC2)c1
BTB 04346,"2-[(2,5-dimethoxyphenyl)sulfonyl]-6,7-dimethoxy-1-methyl-1,2,3,4-tetrahydroisoquinoline",COc1ccc(OC)c(c1)S(=O)(=O)N1CCc2cc(OC)c(OC)cc2C1C
BTB 04417,N-(2-fluorobenzoyl)-N`-[2-(2-methoxyphenoxy)-5-(trifluoromethyl)phenyl]urea,COc1ccccc1Oc1ccc(cc1NC(=O)NC(=O)c1ccccc1F)C(F)(F)F
BTB 04487,"5-chloro-4-[2,6-dinitro-4-(trifluoromethyl)phenoxy]-2,8-dimethylquinoline",[O-][N+](=O)c1cc(cc(c1Oc1cc(C)nc2c(C)ccc(Cl)c12)[N+]([O-])=O)C(F)(F)F
BTB 04536,"N1-(2-chloro-6-fluorobenzoyl)-6-methoxy-1,2,3,4-tetrahydroquinoline-1-carboxamide",COc1ccc2N(CCCc2c1)C(=O)NC(=O)c1c(F)cccc1Cl
BTB 04603,2-(2-phenylhydrazono)propanal oxime,CC(C=NO)=NNc1ccccc1
BTB 04647,"1-(2,6-dibromo-4-propylphenyl)-1H-pyrrole",CCCc1cc(Br)c(n2cccc2)c(Br)c1
BTB 04665,"N1-imino(3-pyridyl)methyl-3,5-dichloro-4-(2-chloro-4-nitrophenoxy)benzene-1-sulfonamide",[O-][N+](=O)c1ccc(Oc2c(Cl)cc(cc2Cl)S(=O)(=O)NC(=N)c2cccnc2)c(Cl)c1
BTB 04688,"N1-(2-fluorobenzoyl)-2-(2,4,6-trichlorophenyl)hydrazine-1-carboxamide",Fc1ccccc1C(=O)NC(=O)NNc1c(Cl)cc(Cl)cc1Cl
BTB 04722,"N-(2,5-dichlorophenyl)-N`-[3-(1H-imidazol-1-yl)propyl]thiourea",Clc1ccc(Cl)c(NC(=S)NCCCn2ccnc2)c1
BTB 04785,N-[(dimethylamino)methylidene]-N`-[3-(methylthio)phenyl]thiourea,CSc1cccc(NC(=S)N=CN(C)C)c1
BTB 04832,"N4-(4,5-dimethyl-2-nitrophenyl)-3-(2,6-dichlorophenyl)-5-methylisoxazole-4-carboxamide",[O-][N+](=O)c1cc(C)c(C)cc1NC(=O)c1c(C)onc1c1c(Cl)cccc1Cl
BTB 04862,"N1-[2-(2,4-dichlorophenoxy)phenyl]-3,4-dimethoxybenzene-1-sulfonamide",COc1ccc(cc1OC)S(=O)(=O)Nc1ccccc1Oc1ccc(Cl)cc1Cl
BTB 04891,N1-(4-chlorophenethyl)-2-aminobenzamide,Nc1ccccc1C(=O)NCCc1ccc(Cl)cc1
BTB 04938,"4-fluoro-2-[2-(2,4,6-trichlorophenyl)ethanhydrazonoyl]phenyl2-fluorobenzoate",CC(=NNc1c(Cl)cc(Cl)cc1Cl)c1cc(F)ccc1OC(=O)c1ccccc1F
BTB 04978,"3-(4-chlorophenyl)-7-(trifluoromethyl)-2,3-dihydrobenzo[4,5]imidazo[2,1-b][1,3]thiazol-3-ol hydrobromide",Br.OC1(CSc2nc3cc(ccc3n21)C(F)(F)F)c1ccc(Cl)cc1
BTB 05020,7-chloro-4-(4-chlorophenoxy)quinoline,Clc1ccc(Oc2ccnc3cc(Cl)ccc23)cc1
BTB 05047,"4-oxo-2-phenyl-3,4-dihydroquinazolin-3-yl5-methyl-3-phenylisoxazole-4-carboxylate",Cc1onc(c2ccccc2)c1C(=O)ON1C(=O)c2ccccc2N=C1c1ccccc1
BTB 05098,N1-[2-chloro-5-(trifluoromethyl)phenyl]hydrazine-1-carbothioamide,NNC(=S)Nc1cc(ccc1Cl)C(F)(F)F
BTB 05123,N1-[2-chloro-5-(trifluoromethyl)phenyl]-2-cycloheptylidenhydrazine-1-carbothioamide,FC(F)(F)c1ccc(Cl)c(NC(=S)NN=C2CCCCCC2)c1
BTB 05165,1-chloro-4-[(4-chloro-3-methylphenoxy)methoxy]-2-methylbenzene,Cc1cc(OCOc2ccc(Cl)c(C)c2)ccc1Cl
BTB 05191,"ethyl2-cyano-3-{[2-(2,6-dichlorobenzylidene)(methylthio)carbohydrazonoyl]amino}acrylate",CCOC(=O)C(=CNC(SC)=NN=Cc1c(Cl)cccc1Cl)C#N
BTB 05197,methyl N-(2-chloro-6-fluorobenzylidene)aminomethanehydrazonothioate,CSC(N)=NN=Cc1c(F)cccc1Cl
BTB 05231,4-(4-methoxyphenoxy)-2-methylquinoline,COc1ccc(Oc2cc(C)nc3ccccc23)cc1
BTB 05265,1-(4-methoxyphenoxy)-2-nitro-4-(trifluoromethyl)benzene,[O-][N+](=O)c1cc(ccc1Oc1ccc(OC)cc1)C(F)(F)F
BTB 05284,"2-[4-(dimethylamino)phenyl]-5-(methylthio)[1,2,4]triazolo[1,5-c]pyrimidine-8-carbonitrile",CSC1=NC=C(C#N)c2nc(nn12)c1ccc(cc1)N(C)C
BTB 05318,"N1-(5-oxo-5H-chromeno[2,3-b]pyridin-7-yl)-4-chlorobenzene-1-sulfonamide",Clc1ccc(cc1)S(=O)(=O)Nc1ccc2Oc3ncccc3C(=O)c2c1
BTB 05356,"2-nitro-4-(trifluoromethyl)phenyl 2,6-difluorobenzoate",[O-][N+](=O)c1cc(ccc1OC(=O)c1c(F)cccc1F)C(F)(F)F
BTB 05417,"2-(3,4-dichlorophenoxy)-1,3-dinitro-5-(trifluoromethyl)benzene",[O-][N+](=O)c1cc(cc(c1Oc1ccc(Cl)c(Cl)c1)[N+]([O-])=O)C(F)(F)F
BTB 05472,1-[2-nitro-4-(trifluoromethyl)anilino]propan-2-ol,[O-][N+](=O)c1cc(ccc1NCC(C)O)C(F)(F)F
BTB 05499,2-[(5-nitro-2-pyridyl)amino]ethyl 5-nitro-2-furoate,[O-][N+](=O)c1oc(cc1)C(=O)OCCNc1ccc(cn1)[N+]([O-])=O
BTB 05574,"2-(4-bromo-2-thienyl)-1-methyl-1,2,3,4-tetrahydroquinazolin-4-one",CN1C(NC(=O)c2ccccc12)c1scc(Br)c1
BTB 05608,"2-(4-bromo-2-thienyl)-6-chloro-1,4-dihydroquinazolin-4-one",Clc1ccc2NC(=NC(=O)c2c1)c1scc(Br)c1
BTB 05674,"methyl2-{[(2,5-dimethoxyphenyl)sulfonyl]amino}-3,4,5-trimethoxybenzoate",COC(=O)c1cc(OC)c(OC)c(OC)c1NS(=O)(=O)c1cc(OC)ccc1OC
BTB 05733,5-[(5-nitro-2-pyridyl)amino]pentan-1-ol,[O-][N+](=O)c1ccc(NCCCCCO)nc1
BTB 05771,4-(4-nitrophenyl)morpholine,[O-][N+](=O)c1ccc(cc1)N1CCOCC1
BTB 05809,"N-(5-ethyl-1,3,4-thiadiazol-2-yl)-N`-hydroxyiminoformamide",CCc1sc(NC=NO)nn1
BTB 05841,N-(4-bromo-5-methylisoxazol-3-yl)-N`-(2-chloro-6-fluorobenzoyl)urea,Cc1onc(NC(=O)NC(=O)c2c(F)cccc2Cl)c1Br
BTB 05846,"methyl 2-[(2,4-dichloro-5-methylphenyl)thio]-3-(dimethylamino)acrylate",COC(=O)C(Sc1cc(C)c(Cl)cc1Cl)=CN(C)C
BTB 05865,"N,N-dimethyl-N`-{5-[(3-nitro-2-pyridyl)thio]-1,3,4-thiadiazol-2-yl}iminoformamide",[O-][N+](=O)c1cccnc1Sc1sc(N=CN(C)C)nn1
BTB 05890,N1-cyclopropylmethyl-3-chloro-4-fluorobenzene-1-sulfonamide,Fc1ccc(cc1Cl)S(=O)(=O)NCC1CC1
BTB 05936,"N4-tetrahydro-1H-pyrrol-1-ylcarbonyl-5-methyl-2-phenyl-2H-1,2,3-triazole-4-carboxamide",Cc1nn(nc1C(=O)NC(=O)N1CCCC1)c1ccccc1
BTB 05966,"methyl 3-[(2,6-difluorobenzoyl)oxy]thiophene-2-carboxylate",COC(=O)c1sccc1OC(=O)c1c(F)cccc1F
BTB 06030,N1-[3-(1H-imidazol-1-yl)propyl]-2-nitro-4-(trifluoromethyl)aniline,[O-][N+](=O)c1cc(ccc1NCCCn1ccnc1)C(F)(F)F
BTB 06046,N1-(4-fluorophenyl)-3-(4-fluoroanilino)but-2-enamide,CC(Nc1ccc(F)cc1)=CC(=O)Nc1ccc(F)cc1
BTB 06083,"N`-{5-[(5-chloro-1,3-benzothiazol-2-yl)thio]-1,3,4-thiadiazol-2-yl}-N,N-dimethyliminoformamide",CN(C)C=Nc1sc(Sc2sc3ccc(Cl)cc3n2)nn1
BTB 06131,"di(3,5-dichlorophenyl) benzene-1,3-disulfonate",Clc1cc(Cl)cc(OS(=O)(=O)c2cccc(c2)S(=O)(=O)Oc2cc(Cl)cc(Cl)c2)c1
BTB 06169,"4-[(4-chlorophenyl)methylene]-3-phenyl-4,5-dihydro-5-isoxazolone",Clc1ccc(cc1)C=c1c(=O)onc1c1ccccc1
BTB 06230,"ethyl 2-{2-[(hydroxyiminomethyl)amino]-1,3-thiazol-4-yl}acetate",CCOC(=O)Cc1csc(NC=NO)n1
BTB 06262,n/a,OS(=O)(=O)c1cccc2cccc(Cl)c21
BTB 06291,N`-{[(4-chlorophenyl)sulfonyl]oxy}-4-(trifluoromethyl)benzenecarboximidamide,NC(=NOS(=O)(=O)c1ccc(Cl)cc1)c1ccc(cc1)C(F)(F)F
BTB 06365,"3-{[(4-chlorophenyl)thio]methyl}-4,5-dihydro-1H-pyrazol-5-one",Clc1ccc(SCC2CC(=O)NN=2)cc1
