AW 00698,N-{2-[4-methyl-3-(trifluoromethyl)-1H-pyrazol-1-yl]-5-nitrophenyl}acetamide,,,,,,,,,,,N-{2-[4-methyl-3-(trifluoromethyl)-1H-pyrazol-1-yl]-5-nitrophenyl}acetamide
AW 00751,"1-(4-bromophenoxy)-3-[4-(6-chloro-1,3-benzothiazol-2-yl)-1,4-diazepan-1-yl]propan-2-ol",,,,,,,,,,,"1-(4-bromophenoxy)-3-[4-(6-chloro-1,3-benzothiazol-2-yl)-1,4-diazepan-1-yl]propan-2-ol"
AW 00786,"1-(3,4-dichlorophenoxy)-3-[(2-{[3-(trifluoromethyl)pyridin-2-yl]amino}ethyl)amino]propan-2-ol",,,,,,,,,,,"1-(3,4-dichlorophenoxy)-3-[(2-{[3-(trifluoromethyl)pyridin-2-yl]amino}ethyl)amino]propan-2-ol"
AW 00801,"N-(2,4-dichlorophenyl)-4-(5-nitropyridin-2-yl)-1,4-diazepane-1-carbothioamide",,,,,,,,,,,"N-(2,4-dichlorophenyl)-4-(5-nitropyridin-2-yl)-1,4-diazepane-1-carbothioamide"
AW 00819,"4-chloro-2,5-dimethyl-N-(2-{[4-(trifluoromethyl)pyrimidin-2-yl]amino}ethyl)benzenesulfonamide",,,,,,,,,,,"4-chloro-2,5-dimethyl-N-(2-{[4-(trifluoromethyl)pyrimidin-2-yl]amino}ethyl)benzenesulfonamide"
AW 00837,"1-(1,3-benzodioxol-5-yloxy)-3-[4-(6-chloro-1,3-benzothiazol-2-yl)-1,4-diazepan-1-yl]propan-2-ol",,,,,,,,,,,"1-(1,3-benzodioxol-5-yloxy)-3-[4-(6-chloro-1,3-benzothiazol-2-yl)-1,4-diazepan-1-yl]propan-2-ol"
AW 00844,2-[3-(2-thienyl)-1H-pyrazol-1-yl]-4-(trifluoromethyl)pyrimidine,,,,,,,,,,,2-[3-(2-thienyl)-1H-pyrazol-1-yl]-4-(trifluoromethyl)pyrimidine
AW 00845,1-[2-nitro-4-(trifluoromethyl)phenyl]-3-(2-thienyl)-1H-pyrazole,,,,,,,,,,,1-[2-nitro-4-(trifluoromethyl)phenyl]-3-(2-thienyl)-1H-pyrazole
AW 00846,"(5-nitro-2-furyl){4-[2-nitro-4-(trifluoromethyl)phenyl]-1,4-diazepan-1-yl}methanone",,,,,,,,,,,"(5-nitro-2-furyl){4-[2-nitro-4-(trifluoromethyl)phenyl]-1,4-diazepan-1-yl}methanone"
AW 00891,"2-(2-{[4-(trifluoromethyl)pyrimidin-2-yl]amino}ethyl)-2-azaspiro[4.4]nonane-1,3-dione",,,,,,,,,,,"2-(2-{[4-(trifluoromethyl)pyrimidin-2-yl]amino}ethyl)-2-azaspiro[4.4]nonane-1,3-dione"
AW 00925,"4-(5-propylpyrimidin-2-yl)-N-pyridin-3-yl-1,4-diazepane-1-carbothioamide",,,,,,,,,,,"4-(5-propylpyrimidin-2-yl)-N-pyridin-3-yl-1,4-diazepane-1-carbothioamide"
AW 00962,"4-[4-(2-methoxyphenyl)piperidino]-5-phenylthieno[2,3-d]pyrimidine",,,,,,,,,,,"4-[4-(2-methoxyphenyl)piperidino]-5-phenylthieno[2,3-d]pyrimidine"
AW 01018,"N-(2-methoxyphenyl)-4-(2-thienylcarbonyl)-1,4-diazepane-1-carboxamide",,,,,,,,,,,"N-(2-methoxyphenyl)-4-(2-thienylcarbonyl)-1,4-diazepane-1-carboxamide"
AW 01055,tert-butyl4-[(2-ethyl-6-methylanilino)carbonyl]tetrahydropyrazine-1(2H)-carboxylate,,,,,,,,,,,tert-butyl4-[(2-ethyl-6-methylanilino)carbonyl]tetrahydropyrazine-1(2H)-carboxylate
AW 01109,"4-(4-{[5-(2-methyl-1,3-thiazol-4-yl)-2-thienyl]sulfonyl}piperazino)-5-phenylthieno[2,3-d]pyrimidine",,,,,,,,,,,"4-(4-{[5-(2-methyl-1,3-thiazol-4-yl)-2-thienyl]sulfonyl}piperazino)-5-phenylthieno[2,3-d]pyrimidine"
AW 01159,"[3-(2,6-dichlorophenyl)-5-methylisoxazol-4-yl][4-(5-phenylthieno[2,3-d]pyrimidin-4-yl)piperazino]methanone",,,,,,,,,,,"[3-(2,6-dichlorophenyl)-5-methylisoxazol-4-yl][4-(5-phenylthieno[2,3-d]pyrimidin-4-yl)piperazino]methanone"
AW 01219,N-[4-({[3-(4-benzylpiperazino)propyl]amino}sulfonyl)-2-chlorophenyl]acetamide,,,,,,,,,,,N-[4-({[3-(4-benzylpiperazino)propyl]amino}sulfonyl)-2-chlorophenyl]acetamide
AW 01237,"1-(5-chloro-6-methyl-2-pyridin-2-ylpyrimidin-4-yl)-4-(2,4-dichlorobenzyl)-1,4-diazepane",,,,,,,,,,,"1-(5-chloro-6-methyl-2-pyridin-2-ylpyrimidin-4-yl)-4-(2,4-dichlorobenzyl)-1,4-diazepane"
AW 01274,2-{4-[2-nitro-4-(trifluoromethyl)phenyl]piperazino}-1-ethanol,,,,,,,,,,,2-{4-[2-nitro-4-(trifluoromethyl)phenyl]piperazino}-1-ethanol
BR 00009,"1,3-dichloro-2-({[(4-pentylbenzoyl)oxy]imino}methyl)benzene",,,,,,,,,,,"1,3-dichloro-2-({[(4-pentylbenzoyl)oxy]imino}methyl)benzene"
BR 00076,ethyl 4-{[(5-nitro-2-furyl)carbonyl]amino}benzoate,,,,,,,,,,,ethyl 4-{[(5-nitro-2-furyl)carbonyl]amino}benzoate
BR 00079,N2-(3-chloro-4-fluorophenyl)-5-nitro-2-furamide,,,,,,,,,,,N2-(3-chloro-4-fluorophenyl)-5-nitro-2-furamide
BR 00082,"2,6-dichlorobenzyl 5-nitrofuran-2-carbothioate",,,,,,,,,,,"2,6-dichlorobenzyl 5-nitrofuran-2-carbothioate"
BR 00087,N2-[2-chloro-5-(trifluoromethyl)phenyl]-5-nitro-2-furamide,,,,,,,,,,,N2-[2-chloro-5-(trifluoromethyl)phenyl]-5-nitro-2-furamide
BTB 00027,N-(2-furylmethyl)-N`-(3-methoxyphenyl)thiourea,,,,,,,,,,,N-(2-furylmethyl)-N`-(3-methoxyphenyl)thiourea
BTB 00084,"5-bromo-3-[2-(3-ethyl-5,5,8,8-tetramethyl-5,6,7,8-tetrahydronaphthalen-2-yl)-2-oxoethyl]-3-hydroxyindolin-2-one",,,,,,,,,,,"5-bromo-3-[2-(3-ethyl-5,5,8,8-tetramethyl-5,6,7,8-tetrahydronaphthalen-2-yl)-2-oxoethyl]-3-hydroxyindolin-2-one"
BTB 00241,2-{[(4-methoxyphenyl)imino]methyl}phenol,,,,,,,,,,,2-{[(4-methoxyphenyl)imino]methyl}phenol
BTB 00333,N1-(3-chlorophenyl)-2-(3-pyridylcarbonyl)hydrazine-1-carbothioamide,,,,,,,,,,,N1-(3-chlorophenyl)-2-(3-pyridylcarbonyl)hydrazine-1-carbothioamide
BTB 00374,N`3-(2-chlorobenzylidene)pyridine-3-carbohydrazide,,,,,,,,,,,N`3-(2-chlorobenzylidene)pyridine-3-carbohydrazide
BTB 00441,"3-(4-fluorophenyl)-3,7,8-trimethyl-1,5-dihydro-2,4-benzodithiepine",,,,,,,,,,,"3-(4-fluorophenyl)-3,7,8-trimethyl-1,5-dihydro-2,4-benzodithiepine"
BTB 00496,"3,5-dihydro-2H-[1,2,4]triazino[5,6-b]indole-3-thione",,,,,,,,,,,"3,5-dihydro-2H-[1,2,4]triazino[5,6-b]indole-3-thione"
BTB 00551,"N1,N1-dimethyl-4-(2,3-dihydro-1H-benzo[de]quinazolin-2-yl)aniline",,,,,,,,,,,"N1,N1-dimethyl-4-(2,3-dihydro-1H-benzo[de]quinazolin-2-yl)aniline"
BTB 00554,"2-(3,4,5-trimethoxyphenyl)-2,3-dihydro-1H-benzo[de]quinazoline",,,,,,,,,,,"2-(3,4,5-trimethoxyphenyl)-2,3-dihydro-1H-benzo[de]quinazoline"
BTB 00596,"N2-(3-methoxyphenyl)-1,3-benzothiazol-2-amine",,,,,,,,,,,"N2-(3-methoxyphenyl)-1,3-benzothiazol-2-amine"
BTB 00667,"4-methyl-5-(4-nitrobenzoyl)-2,3,4,5-tetrahydro-1H-1,5-benzodiazepin-2-one",,,,,,,,,,,"4-methyl-5-(4-nitrobenzoyl)-2,3,4,5-tetrahydro-1H-1,5-benzodiazepin-2-one"
BTB 00693,"N-benzyl-N-(3,5-dichlorobenzylidene)amine",,,,,,,,,,,"N-benzyl-N-(3,5-dichlorobenzylidene)amine"
BTB 00694,N-benzyl-N-(3-bromobenzylidene)amine,,,,,,,,,,,N-benzyl-N-(3-bromobenzylidene)amine
BTB 00730,"N1-(1,3-benzodioxol-5-ylmethylidene)-4-chloro-2,5-dimethoxyaniline",,,,,,,,,,,"N1-(1,3-benzodioxol-5-ylmethylidene)-4-chloro-2,5-dimethoxyaniline"
BTB 00778,N1-benzylidene-4-methoxyaniline,,,,,,,,,,,N1-benzylidene-4-methoxyaniline
BTB 00803,"3-(3-chloro-4-methylphenyl)-2-(3,4-dichlorophenyl)-1,3-thiazolan-4-one",,,,,,,,,,,"3-(3-chloro-4-methylphenyl)-2-(3,4-dichlorophenyl)-1,3-thiazolan-4-one"
BTB 00807,N1-[3-(trifluoromethyl)phenyl]-2-[(3-chlorobenzo[b]thiophen-2-yl)carbonyl]hydrazine-1-carbothioamide,,,,,,,,,,,N1-[3-(trifluoromethyl)phenyl]-2-[(3-chlorobenzo[b]thiophen-2-yl)carbonyl]hydrazine-1-carbothioamide
BTB 00808,2-[(3-chloro-1-benzothiophen-2-yl)carbonyl]-N-(2-methoxyphenyl)hydrazine-1-carbothioamide,,,,,,,,,,,2-[(3-chloro-1-benzothiophen-2-yl)carbonyl]-N-(2-methoxyphenyl)hydrazine-1-carbothioamide
BTB 00828,"2-(3,4-dichlorophenyl)-3-(4-fluorophenyl)-1,3-thiazolan-4-one",,,,,,,,,,,"2-(3,4-dichlorophenyl)-3-(4-fluorophenyl)-1,3-thiazolan-4-one"
BTB 00881,"4-(3-methoxyphenyl)-5-(4-methoxyphenyl)-4H-1,2,4-triazole-3-thiol",,,,,,,,,,,"4-(3-methoxyphenyl)-5-(4-methoxyphenyl)-4H-1,2,4-triazole-3-thiol"
BTB 00992,2-({1-[(carboxymethyl)thio]-1-methylbutyl}thio)acetic acid,,,,,,,,,,,2-({1-[(carboxymethyl)thio]-1-methylbutyl}thio)acetic acid
BTB 01022,"N1-(2-chlorophenyl)-8-methyl-1,2,3,4-tetrahydroquinoline-1-carbothioamide",,,,,,,,,,,"N1-(2-chlorophenyl)-8-methyl-1,2,3,4-tetrahydroquinoline-1-carbothioamide"
BTB 01036,N`1-[2-chloro-4-(dimethylamino)benzylidene]-3-(4-hydroxyphenyl)propanohydrazide,,,,,,,,,,,N`1-[2-chloro-4-(dimethylamino)benzylidene]-3-(4-hydroxyphenyl)propanohydrazide
BTB 01061,3-acetyl-6-bromo-2H-chromen-2-one,,,,,,,,,,,3-acetyl-6-bromo-2H-chromen-2-one
BTB 01088,N1-(2-oxo-2H-chromen-3-yl)acetamide,,,,,,,,,,,N1-(2-oxo-2H-chromen-3-yl)acetamide
BTB 01148,6-fluoro-2-methylquinolin-4-ol,,,,,,,,,,,6-fluoro-2-methylquinolin-4-ol
BTB 01177,"N-{3-[(3,4-dichlorobenzylidene)amino]-4-methylphenyl}methanesulfonamide",,,,,,,,,,,"N-{3-[(3,4-dichlorobenzylidene)amino]-4-methylphenyl}methanesulfonamide"
BTB 01196,"N-(2,4-dimethylphenyl)-N`-(3-methoxypropyl)thiourea",,,,,,,,,,,"N-(2,4-dimethylphenyl)-N`-(3-methoxypropyl)thiourea"
BTB 01235,N1-(4-fluorophenyl)-2-(2-chlorobenzoyl)hydrazine-1-carbothioamide,,,,,,,,,,,N1-(4-fluorophenyl)-2-(2-chlorobenzoyl)hydrazine-1-carbothioamide
BTB 01249,N1-[3-(trifluoromethyl)phenyl]-4-chlorobenzamide,,,,,,,,,,,N1-[3-(trifluoromethyl)phenyl]-4-chlorobenzamide
BTB 01259,"ethyl3-{3,5-di[(5-bromo-2-hydroxybenzylidene)amino]-4-hydroxyphenyl}propanoate",,,,,,,,,,,"ethyl3-{3,5-di[(5-bromo-2-hydroxybenzylidene)amino]-4-hydroxyphenyl}propanoate"
BTB 01260,"ethyl3-{3,5-di[(3,5-dichloro-2-hydroxybenzylidene)amino]-4-hydroxyphenyl}propanoate",,,,,,,,,,,"ethyl3-{3,5-di[(3,5-dichloro-2-hydroxybenzylidene)amino]-4-hydroxyphenyl}propanoate"
BTB 01296,"N1-[4-(dimethylamino)benzyl]-N1-isopropyl-2,4,5-trichlorobenzene-1-sulfonamide",,,,,,,,,,,"N1-[4-(dimethylamino)benzyl]-N1-isopropyl-2,4,5-trichlorobenzene-1-sulfonamide"
BTB 01345,"ethyl 4-[(3,5-dichloro-2-hydroxybenzylidene)amino]benzoate",,,,,,,,,,,"ethyl 4-[(3,5-dichloro-2-hydroxybenzylidene)amino]benzoate"
BTB 01349,"ethyl4-[3-(3,4-dichlorophenyl)perhydroimidazo[1,5-a]pyridin-2-yl]benzoate",,,,,,,,,,,"ethyl4-[3-(3,4-dichlorophenyl)perhydroimidazo[1,5-a]pyridin-2-yl]benzoate"
BTB 01396,N-(2-benzoyl-4-chlorophenyl)-N`-(3-chloro-2-methylphenyl)thiourea,,,,,,,,,,,N-(2-benzoyl-4-chlorophenyl)-N`-(3-chloro-2-methylphenyl)thiourea
BTB 01397,N-(2-benzoyl-4-chlorophenyl)-N`-(4-fluorophenyl)thiourea,,,,,,,,,,,N-(2-benzoyl-4-chlorophenyl)-N`-(4-fluorophenyl)thiourea
BTB 01410,"2-(7,8-dimethyl-1,5-dihydro-2,4-benzodithiepin-3-yl)-6-methoxyphenol",,,,,,,,,,,"2-(7,8-dimethyl-1,5-dihydro-2,4-benzodithiepin-3-yl)-6-methoxyphenol"
BTB 01431,"N-(1,3-benzothiazol-2-yl)-N-(3-chlorophenyl)-N`-(2,4-dichlorophenyl)thiourea",,,,,,,,,,,"N-(1,3-benzothiazol-2-yl)-N-(3-chlorophenyl)-N`-(2,4-dichlorophenyl)thiourea"
BTB 01444,N1-(4-methyl-3-nitrophenyl)-4-methylbenzene-1-sulfonamide,,,,,,,,,,,N1-(4-methyl-3-nitrophenyl)-4-methylbenzene-1-sulfonamide
BTB 01473,"N1-{2-[(3,5-dichloro-2-hydroxybenzylidene)amino]-4-methylphenyl}-4-chlorobenzene-1-sulfonamide",,,,,,,,,,,"N1-{2-[(3,5-dichloro-2-hydroxybenzylidene)amino]-4-methylphenyl}-4-chlorobenzene-1-sulfonamide"
BTB 01480,"2-[(2,4-dinitrophenyl)thio]-5-methyl-1-[(4-methylphenyl)sulfonyl]-1H-benzo[d]imidazole",,,,,,,,,,,"2-[(2,4-dinitrophenyl)thio]-5-methyl-1-[(4-methylphenyl)sulfonyl]-1H-benzo[d]imidazole"
BTB 01514,"2-thioxo-5-(3,4,5-trimethoxybenzylidene)-1,3-thiazolan-4-one",,,,,,,,,,,"2-thioxo-5-(3,4,5-trimethoxybenzylidene)-1,3-thiazolan-4-one"
BTB 01585,"2-cyclopentyl-1-{2-[(3-methoxyphenyl)imino]-4,4-dimethyl-5-methylidene-1,3-thiazolan-3-yl}-2-phenylethan-1-one",,,,,,,,,,,"2-cyclopentyl-1-{2-[(3-methoxyphenyl)imino]-4,4-dimethyl-5-methylidene-1,3-thiazolan-3-yl}-2-phenylethan-1-one"
BTB 01592,"N2-[3,5-di(trifluoromethyl)phenyl]-1,3-benzothiazol-2-amine",,,,,,,,,,,"N2-[3,5-di(trifluoromethyl)phenyl]-1,3-benzothiazol-2-amine"
BTB 01594,"N1-{2-[(3,5-dichloro-2-hydroxybenzylidene)amino]-4-methylphenyl}-2-[(3,5-dichloro-2-hydroxybenzylidene)amino]benzamide",,,,,,,,,,,"N1-{2-[(3,5-dichloro-2-hydroxybenzylidene)amino]-4-methylphenyl}-2-[(3,5-dichloro-2-hydroxybenzylidene)amino]benzamide"
BTB 01616,1-[2-(2-piperidyl)ethyl]piperidine dihydrochloride,,,,,,,,,,,1-[2-(2-piperidyl)ethyl]piperidine dihydrochloride
BTB 01706,"1-[5-(5-methyl-2-nitrophenyl)-2-(3,4,5-trimethoxyphenyl)-2,3-dihydro-1,3,4-oxadiazol-3-yl]ethan-1-one",,,,,,,,,,,"1-[5-(5-methyl-2-nitrophenyl)-2-(3,4,5-trimethoxyphenyl)-2,3-dihydro-1,3,4-oxadiazol-3-yl]ethan-1-one"
BTB 01787,"N1-[3,5-di(trifluoromethyl)phenyl]-2-cyclopentyl-2-phenylacetamide",,,,,,,,,,,"N1-[3,5-di(trifluoromethyl)phenyl]-2-cyclopentyl-2-phenylacetamide"
BTB 01869,"N1-(3,4-dimethoxyphenethyl)-2-chlorobenzamide",,,,,,,,,,,"N1-(3,4-dimethoxyphenethyl)-2-chlorobenzamide"
BTB 01909,2-{[2-piperidino-5-(trifluoromethyl)anilino]methylidene}malononitrile,,,,,,,,,,,2-{[2-piperidino-5-(trifluoromethyl)anilino]methylidene}malononitrile
BTB 01965,"N1-(3,4-dimethoxyphenethyl)-4-(trifluoromethyl)benzene-1,2-diamine",,,,,,,,,,,"N1-(3,4-dimethoxyphenethyl)-4-(trifluoromethyl)benzene-1,2-diamine"
BTB 02003,"ethyl 8-fluoro-4-oxo-1,4-dihydroquinoline-3-carboxylate",,,,,,,,,,,"ethyl 8-fluoro-4-oxo-1,4-dihydroquinoline-3-carboxylate"
BTB 02045,"2-(4-chlorophenyl)-1,2-dihydroimidazo[1,2-a]quinoline hydrobromide",,,,,,,,,,,"2-(4-chlorophenyl)-1,2-dihydroimidazo[1,2-a]quinoline hydrobromide"
BTB 02050,N1-[4-(trifluoromethyl)phenyl]-2-phenylbutanamide,,,,,,,,,,,N1-[4-(trifluoromethyl)phenyl]-2-phenylbutanamide
BTB 02082,"N`-(2,5-dimethylphenyl)-N-phenethyl-N-[2-(2-pyridyl)ethyl]thioureahydrochloride",,,,,,,,,,,"N`-(2,5-dimethylphenyl)-N-phenethyl-N-[2-(2-pyridyl)ethyl]thioureahydrochloride"
BTB 02100,"5-[(5-nitro-2-thienyl)methylidene]hexahydropyrimidine-2,4,6-trione",,,,,,,,,,,"5-[(5-nitro-2-thienyl)methylidene]hexahydropyrimidine-2,4,6-trione"
BTB 02101,"5-[(5-nitro-2-thienyl)methylidene]-2-thioxohexahydropyrimidine-4,6-dione",,,,,,,,,,,"5-[(5-nitro-2-thienyl)methylidene]-2-thioxohexahydropyrimidine-4,6-dione"
BTB 02102,"5-[(5-nitro-2-thienyl)methylidene]-2-thioxo-1,3-thiazolan-4-one",,,,,,,,,,,"5-[(5-nitro-2-thienyl)methylidene]-2-thioxo-1,3-thiazolan-4-one"
BTB 02134,"1-methyl-2-(5-nitro-2-thienyl)-1,2,3,4-tetrahydroquinazolin-4-one",,,,,,,,,,,"1-methyl-2-(5-nitro-2-thienyl)-1,2,3,4-tetrahydroquinazolin-4-one"
BTB 02152,N1-[(5-nitro-2-thienyl)methylidene]-2-morpholino-5-(trifluoromethyl)aniline,,,,,,,,,,,N1-[(5-nitro-2-thienyl)methylidene]-2-morpholino-5-(trifluoromethyl)aniline
BTB 02153,"N2-[(5-nitro-2-thienyl)methylidene]-N1-[2-(2-pyridyl)ethyl]-4-(trifluoromethyl)benzene-1,2-diamine",,,,,,,,,,,"N2-[(5-nitro-2-thienyl)methylidene]-N1-[2-(2-pyridyl)ethyl]-4-(trifluoromethyl)benzene-1,2-diamine"
BTB 02162,"2-(4-nitro-2-thienyl)-2,3-dihydro-1H-benzo[d]imidazole",,,,,,,,,,,"2-(4-nitro-2-thienyl)-2,3-dihydro-1H-benzo[d]imidazole"
BTB 02163,"5-chloro-2-(5-nitro-2-thienyl)-2,3-dihydro-1,3-benzoxazole",,,,,,,,,,,"5-chloro-2-(5-nitro-2-thienyl)-2,3-dihydro-1,3-benzoxazole"
BTB 02164,"5-nitro-2-(5-nitro-2-thienyl)-2,3-dihydro-1,3-benzoxazole",,,,,,,,,,,"5-nitro-2-(5-nitro-2-thienyl)-2,3-dihydro-1,3-benzoxazole"
BTB 02167,"N`1-(3,4-dichlorobenzylidene)-4-methylbenzene-1-sulfonohydrazide",,,,,,,,,,,"N`1-(3,4-dichlorobenzylidene)-4-methylbenzene-1-sulfonohydrazide"
BTB 02191,"2-benzyl-1-(4-nitrophenyl)perhydropyrido[1,2-c]pyrimidine",,,,,,,,,,,"2-benzyl-1-(4-nitrophenyl)perhydropyrido[1,2-c]pyrimidine"
BTB 02215,"6-methyl-2-(5-nitro-2-thienyl)-2,3-dihydro-1,3-benzoxazole",,,,,,,,,,,"6-methyl-2-(5-nitro-2-thienyl)-2,3-dihydro-1,3-benzoxazole"
BTB 02216,"5-nitro-2-(5-nitro-2-thienyl)-2,3-dihydro-1H-benzo[d]imidazole",,,,,,,,,,,"5-nitro-2-(5-nitro-2-thienyl)-2,3-dihydro-1H-benzo[d]imidazole"
BTB 02223,"5-methoxy-2-(5-nitro-2-thienyl)-2,3-dihydro-1H-benzo[d]imidazole",,,,,,,,,,,"5-methoxy-2-(5-nitro-2-thienyl)-2,3-dihydro-1H-benzo[d]imidazole"
BTB 02227,"5-fluoro-2-(5-nitro-2-thienyl)-2,3-dihydro-1H-benzo[d]imidazole",,,,,,,,,,,"5-fluoro-2-(5-nitro-2-thienyl)-2,3-dihydro-1H-benzo[d]imidazole"
BTB 02242,"diethyl2-[(2-{[3,5-di(trifluoromethyl)phenyl]sulfonyl}hydrazino)methylidene]malonate",,,,,,,,,,,"diethyl2-[(2-{[3,5-di(trifluoromethyl)phenyl]sulfonyl}hydrazino)methylidene]malonate"
BTB 02289,1-phenyl-5-(1H-pyrrol-1-yl)-1H-pyrazole-4-carbonitrile,,,,,,,,,,,1-phenyl-5-(1H-pyrrol-1-yl)-1H-pyrazole-4-carbonitrile
BTB 02332,"N1-(4-methylphenyl)-2-{2-[(2,5-dimethoxy-4-nitrophenyl)thio]acetyl}hydrazine-1-carbothioamide",,,,,,,,,,,"N1-(4-methylphenyl)-2-{2-[(2,5-dimethoxy-4-nitrophenyl)thio]acetyl}hydrazine-1-carbothioamide"
BTB 02335,"5-{2-[3-(4-chlorophenyl)-1,2,4-oxadiazol-5-yl]ethyl}-4-[3,5-di(trifluoromethyl)phenyl]-4H-1,2,4-triazole-3-thiol",,,,,,,,,,,"5-{2-[3-(4-chlorophenyl)-1,2,4-oxadiazol-5-yl]ethyl}-4-[3,5-di(trifluoromethyl)phenyl]-4H-1,2,4-triazole-3-thiol"
BTB 02361,"N`1-(3,4,5-trimethoxybenzoyl)-2-[(2,5-dimethoxy-4-nitrophenyl)thio]ethanohydrazide",,,,,,,,,,,"N`1-(3,4,5-trimethoxybenzoyl)-2-[(2,5-dimethoxy-4-nitrophenyl)thio]ethanohydrazide"
BTB 02389,diethyl2-({2-[2-(1H-pyrrol-1-yl)benzoyl]hydrazino}methylidene)malonate,,,,,,,,,,,diethyl2-({2-[2-(1H-pyrrol-1-yl)benzoyl]hydrazino}methylidene)malonate
